prompt_id,input_tokens,output_tokens,runtime_seconds,energy_joules,tin_tout
74.0,8.0,58,3.749675273895264,666.4024999999999,464.0
75.0,10.0,26,1.646099328994751,376.0745,260.0
76.0,9.0,21,1.5054388046264648,275.831,189.0
77.0,9.0,19,1.1196763515472412,275.057,171.0
78.0,12.0,62,3.755951166152954,669.225,744.0
79.0,10.0,50,2.402958631515503,410.217,500.0
80.0,28.0,78,2.752891063690185,562.512,2184.0
81.0,16.0,66,3.4657156467437744,639.021,1056.0
82.0,24.0,26,0.0948023796081543,91.422,624.0
83.0,10.0,60,3.4392476081848145,603.5935,600.0
84.0,10.0,60,3.2027676105499268,624.6075000000001,600.0
85.0,11.0,61,2.572145462036133,574.503,671.0
86.0,13.0,63,3.7157506942749023,660.5075,819.0
87.0,10.0,60,2.390085458755493,403.8925,600.0
88.0,10.0,60,2.8974769115448,544.747,600.0
89.0,10.0,48,2.965423822402954,544.693,480.0
90.0,16.0,45,1.261936902999878,284.5085,720.0
91.0,13.0,63,2.710368633270264,543.6845000000001,819.0
92.0,11.0,40,2.7018933296203613,532.7760000000001,440.0
93.0,9.0,59,3.81534194946289,681.8625,531.0
94.0,8.0,58,2.6578521728515625,581.097,464.0
95.0,11.0,61,2.879392623901367,506.19200000000006,671.0
96.0,8.0,17,1.661003351211548,305.6195,136.0
97.0,7.0,57,3.7329349517822266,745.192,399.0
98.0,18.0,31,0.8383619785308838,184.6005,558.0
99.0,6.0,9,0.2747328281402588,90.4925,54.0
100.0,10.0,12,0.3790681362152099,97.104,120.0
101.0,8.0,58,3.575069189071656,729.8885,464.0
102.0,9.0,30,1.6964726448059082,393.749,270.0
103.0,13.0,63,3.8700110912323,763.182,819.0
104.0,8.0,58,3.5840721130371094,670.7750000000001,464.0
105.0,7.0,57,3.205562353134156,528.9285,399.0
106.0,13.0,27,1.4166042804718018,286.141,351.0
107.0,9.0,30,1.0491437911987305,274.355,270.0
108.0,8.0,58,3.123038053512573,658.7249999999999,464.0
109.0,14.0,21,0.8538737297058105,164.378,294.0
110.0,12.0,62,3.388535737991333,635.919,744.0
111.0,8.0,25,1.3044686317443848,292.587,200.0
112.0,15.0,29,1.2031433582305908,245.317,435.0
113.0,11.0,29,1.3923051357269287,291.272,319.0
114.0,12.0,28,1.3879337310791016,242.001,336.0
115.0,8.0,15,0.592771053314209,199.017,120.0
116.0,11.0,61,3.1907618045806885,570.5429999999999,671.0
117.0,10.0,41,1.909864902496338,345.2545,410.0
118.0,12.0,24,0.5266530513763428,189.97,288.0
119.0,7.0,30,2.550961494445801,453.9795,210.0
120.0,9.0,39,2.564959764480591,509.2725,351.0
121.0,10.0,12,0.2249343395233154,100.9295,120.0
122.0,8.0,58,2.569996118545532,543.7479999999999,464.0
123.0,9.0,59,3.739080667495728,713.444,531.0
124.0,7.0,21,2.170238494873047,428.315,147.0
125.0,14.0,64,2.608375310897827,538.6415,896.0
126.0,5.0,52,3.135692834854126,681.1455000000001,260.0
127.0,8.0,58,1.681525468826294,320.673,464.0
128.0,9.0,32,0.8698527812957764,160.41750000000002,288.0
129.0,9.0,35,2.3794209957122803,482.3705000000001,315.0
130.0,6.0,22,1.4542896747589111,298.5295,132.0
131.0,8.0,58,3.042304754257202,589.4825000000001,464.0
132.0,8.0,21,1.48044753074646,260.849,168.0
133.0,9.0,22,0.8086197376251221,188.737,198.0
134.0,9.0,52,3.021990299224853,578.1375,468.0
135.0,10.0,18,0.8351919651031494,175.5645,180.0
136.0,8.0,32,1.094322681427002,291.801,256.0
137.0,12.0,33,1.2456576824188232,223.0175,396.0
138.0,13.0,21,1.4309682846069336,271.607,273.0
139.0,15.0,35,2.170734167098999,428.2055,525.0
140.0,11.0,32,2.035569667816162,459.074,352.0
141.0,18.0,68,3.6521575450897217,746.896,1224.0
142.0,11.0,61,2.1649794578552246,443.5925,671.0
143.0,12.0,32,0.7522268295288086,148.4365,384.0
144.0,12.0,35,1.831748008728028,360.0915,420.0
145.0,10.0,42,2.7881174087524414,523.3495,420.0
146.0,10.0,38,2.272212266921997,445.882,380.0
147.0,13.0,47,2.068273067474365,464.2205,611.0
148.0,13.0,54,1.4675779342651367,261.3625,702.0
149.0,8.0,58,2.565208196640014,557.69,464.0
150.0,10.0,60,3.466405868530273,632.73,600.0
151.0,5.0,55,3.228386640548706,629.798,275.0
152.0,12.0,62,2.9202497005462646,510.2615,744.0
153.0,15.0,65,3.6671180725097656,656.6585,975.0
154.0,14.0,64,1.9642996788024905,341.9155,896.0
155.0,12.0,62,1.474900722503662,265.55600000000004,744.0
156.0,16.0,66,2.320336103439331,446.1815,1056.0
157.0,14.0,64,1.4571375846862793,270.57550000000003,896.0
158.0,15.0,65,2.1950857639312744,403.677,975.0
159.0,27.0,77,1.8834598064422607,375.14,2079.0
160.0,13.0,63,3.405541181564331,575.1895,819.0
161.0,9.0,59,1.45550799369812,273.5315,531.0
162.0,7.0,35,1.3463714122772217,221.934,245.0
163.0,10.0,60,3.901310920715332,675.388,600.0
164.0,9.0,59,3.036026954650879,685.9414999999999,531.0
165.0,13.0,63,3.2741847038269043,609.9245,819.0
166.0,6.0,56,3.620192050933838,755.1094999999999,336.0
167.0,8.0,58,3.5252397060394287,605.9485000000001,464.0
168.0,9.0,59,3.608488082885742,697.0899999999999,531.0
169.0,8.0,29,0.6489191055297852,173.962,232.0
170.0,8.0,58,2.844000101089477,544.4575000000001,464.0
171.0,10.0,60,3.299559593200684,619.674,600.0
172.0,14.0,64,3.94317364692688,632.8805,896.0
173.0,11.0,44,2.589739799499512,525.5735000000001,484.0
174.0,10.0,60,3.450446128845215,631.284,600.0
175.0,10.0,17,0.2704379558563232,93.6315,170.0
176.0,10.0,34,2.5788583755493164,521.813,340.0
177.0,8.0,15,0.4864547252655029,78.3935,120.0
178.0,9.0,59,3.1692235469818115,636.1015,531.0
179.0,8.0,50,1.440814733505249,276.4725,400.0
180.0,12.0,20,1.0220932960510254,235.8075,240.0
181.0,15.0,23,1.2998461723327637,268.3325,345.0
182.0,8.0,20,0.3865158557891845,98.0345,160.0
183.0,11.0,46,2.800157308578491,543.404,506.0
184.0,10.0,60,1.7560362815856934,378.541,600.0
185.0,11.0,61,4.329461812973023,796.8745,671.0
186.0,8.0,19,1.1624791622161863,221.1095,152.0
187.0,18.0,27,0.7547018527984619,156.774,486.0
188.0,9.0,29,1.0538702011108398,265.6165,261.0
189.0,7.0,19,1.2831284999847412,253.346,133.0
190.0,11.0,17,0.8209302425384521,179.6855,187.0
191.0,12.0,37,1.2256841659545898,261.68600000000004,444.0
192.0,10.0,49,1.9265193939208984,381.1585,490.0
193.0,8.0,27,0.8672995567321777,137.06799999999998,216.0
194.0,15.0,32,1.899207592010498,365.878,480.0
195.0,10.0,38,2.517307996749878,428.00000000000006,380.0
196.0,10.0,36,2.342989921569824,468.6085000000001,360.0
197.0,9.0,31,1.4706339836120603,260.93550000000005,279.0
198.0,16.0,66,3.198384523391724,667.861,1056.0
199.0,6.0,13,0.8876538276672363,197.923,78.0
200.0,10.0,60,2.9737548828125,561.8209999999999,600.0
201.0,12.0,17,0.344402551651001,95.125,204.0
202.0,10.0,60,3.358077049255371,621.688,600.0
203.0,11.0,61,3.1375844478607178,649.2139999999999,671.0
204.0,13.0,20,0.4859731197357178,96.222,260.0
205.0,15.0,65,2.689562559127808,520.766,975.0
206.0,12.0,62,1.6956477165222168,385.0275,744.0
207.0,8.0,58,3.650036811828613,727.3395,464.0
208.0,10.0,25,1.240204095840454,247.455,250.0
209.0,9.0,59,3.040173053741455,683.7470000000001,531.0
210.0,9.0,59,3.3816285133361816,661.1814999999999,531.0
211.0,12.0,24,0.7135124206542969,193.784,288.0
212.0,12.0,62,3.7582461833953857,753.5335,744.0
213.0,13.0,63,2.5774827003479004,562.3489999999999,819.0
214.0,22.0,72,3.36899733543396,611.5405000000001,1584.0
215.0,12.0,44,1.1981570720672607,281.5855,528.0
216.0,11.0,56,1.6768333911895752,324.7155,616.0
217.0,22.0,33,0.3557460308074951,96.5655,726.0
218.0,9.0,59,3.168156147003174,647.3095000000001,531.0
219.0,10.0,60,2.4713714122772217,456.2695,600.0
220.0,9.0,59,3.326228141784668,576.9095,531.0
221.0,6.0,28,0.6798064708709717,178.2525,168.0
222.0,9.0,58,3.630537271499634,701.749,522.0
223.0,5.0,55,3.819032907485962,722.382,275.0
224.0,11.0,14,0.2558004856109619,95.5435,154.0
225.0,10.0,25,1.3474235534667969,259.07050000000004,250.0
226.0,9.0,19,1.367232084274292,230.942,171.0
227.0,19.0,27,0.7726438045501709,180.938,513.0
228.0,8.0,33,1.4705300331115725,267.9735,264.0
229.0,9.0,59,3.511563539505005,582.2355,531.0
230.0,9.0,59,3.441667318344116,624.5475,531.0
231.0,9.0,27,0.7059919834136963,201.238,243.0
232.0,5.0,25,1.3675048351287842,263.227,125.0
233.0,9.0,36,2.476386547088623,483.406,324.0
234.0,6.0,42,3.374212741851806,598.4455,252.0
235.0,6.0,18,0.8901858329772949,193.5455,108.0
236.0,11.0,35,1.5006647109985352,269.9495,385.0
237.0,8.0,26,1.3564057350158691,273.6455,208.0
238.0,11.0,61,4.227358341217041,777.6355000000001,671.0
239.0,14.0,64,3.4881045818328857,541.478,896.0
240.0,11.0,31,0.7692902088165283,156.25,341.0
241.0,8.0,20,1.8447108268737795,385.5535,160.0
242.0,11.0,26,2.0855696201324463,411.9935,286.0
243.0,14.0,56,2.0404694080352783,458.78,784.0
244.0,11.0,21,0.4904170036315918,91.578,231.0
245.0,13.0,16,0.2323033809661865,96.4955,208.0
246.0,10.0,25,2.3090882301330566,445.338,250.0
247.0,16.0,33,1.6261751651763916,366.5565,528.0
248.0,9.0,54,2.801088094711304,534.1284999999999,486.0
249.0,10.0,60,3.2907724380493164,645.3495,600.0
250.0,21.0,32,0.7556893825531006,192.7265,672.0
251.0,9.0,59,4.107388973236084,785.7135,531.0
252.0,23.0,73,3.5664756298065186,678.7985,1679.0
253.0,10.0,36,1.158494472503662,263.3245,360.0
254.0,15.0,65,2.2682104110717773,405.8955,975.0
255.0,14.0,64,3.0425758361816406,603.326,896.0
256.0,14.0,64,3.361119031906128,604.3895,896.0
257.0,12.0,62,3.5330135822296143,753.7445,744.0
258.0,10.0,20,0.3458502292633056,96.7485,200.0
259.0,13.0,36,1.9036762714385984,375.6645,468.0
260.0,22.0,72,2.242722511291504,386.461,1584.0
261.0,10.0,60,3.2577905654907227,628.954,600.0
262.0,13.0,60,3.445751667022705,591.3249999999999,780.0
263.0,12.0,62,3.3253378868103027,639.5645,744.0
264.0,13.0,63,3.503016948699951,597.8235000000001,819.0
265.0,10.0,60,2.574371099472046,536.3075,600.0
266.0,7.0,30,2.492725133895874,433.154,210.0
267.0,9.0,59,3.477858304977417,624.188,531.0
268.0,11.0,49,1.6063659191131592,372.801,539.0
269.0,16.0,25,0.7167401313781738,177.812,400.0
270.0,17.0,31,1.817824363708496,349.659,527.0
271.0,10.0,41,2.415480613708496,411.064,410.0
272.0,7.0,57,3.50917649269104,651.5135,399.0
273.0,11.0,61,3.2020187377929688,649.1515,671.0
274.0,9.0,56,3.239910125732422,609.1095,504.0
275.0,8.0,28,0.66957688331604,182.337,224.0
276.0,11.0,61,2.3732621669769287,458.9945,671.0
277.0,12.0,34,0.8073558807373047,164.04,408.0
278.0,20.0,26,1.3380353450775146,233.751,520.0
279.0,15.0,30,0.6555440425872803,194.2015,450.0
280.0,16.0,18,0.3953163623809814,95.954,288.0
281.0,10.0,21,0.9686479568481444,181.129,210.0
282.0,13.0,53,2.90069580078125,550.2745,689.0
283.0,11.0,25,0.869431734085083,188.6405,275.0
284.0,11.0,61,3.386992216110229,609.5945,671.0
285.0,13.0,27,1.055006742477417,249.78000000000003,351.0
286.0,11.0,22,1.1577081680297852,225.814,242.0
287.0,10.0,34,2.452531576156616,447.081,340.0
288.0,6.0,18,1.1162590980529783,287.1335,108.0
289.0,16.0,53,3.035364389419556,644.292,848.0
290.0,10.0,18,0.8713667392730713,182.2215,180.0
291.0,10.0,60,3.2936654090881348,643.1075,600.0
292.0,11.0,23,0.5695929527282715,194.0345,253.0
293.0,6.0,48,3.0462987422943115,540.695,288.0
294.0,10.0,52,2.6097099781036377,560.6545,520.0
295.0,9.0,35,2.4810264110565186,438.6185,315.0
296.0,9.0,43,2.7762320041656494,482.92,387.0
297.0,8.0,58,2.2888967990875244,463.773,464.0
298.0,10.0,21,0.3570230007171631,99.3245,210.0
299.0,6.0,56,3.3766214847564697,672.2330000000001,336.0
300.0,11.0,27,1.681156873703003,353.8655,297.0
301.0,17.0,67,3.310495376586914,674.7585,1139.0
302.0,12.0,62,3.535369634628296,627.4465,744.0
303.0,8.0,58,3.4054059982299805,613.6990000000001,464.0
304.0,13.0,49,2.8107383251190186,522.0705,637.0
305.0,10.0,31,1.6057624816894531,353.8875,310.0
306.0,10.0,28,1.0508098602294922,267.964,280.0
307.0,8.0,58,3.381726026535034,670.7355,464.0
308.0,9.0,59,4.013464450836182,709.1070000000001,531.0
309.0,10.0,60,3.3665030002593994,580.3585,600.0
310.0,19.0,69,3.079432725906372,575.9290000000001,1311.0
311.0,11.0,61,3.162513494491577,664.2674999999999,671.0
312.0,9.0,55,1.5306994915008545,376.509,495.0
313.0,9.0,59,1.788524150848389,325.931,531.0
314.0,6.0,36,2.1370105743408203,437.5075000000001,216.0
315.0,6.0,45,2.7737972736358643,472.412,270.0
316.0,10.0,60,3.3787007331848145,637.143,600.0
317.0,10.0,23,1.2656071186065674,261.8755,230.0
318.0,6.0,56,3.2310798168182373,681.776,336.0
319.0,11.0,61,3.439650774002075,680.8295,671.0
320.0,7.0,57,4.305355310440064,843.1915000000001,399.0
321.0,9.0,59,3.435675382614136,657.8895,531.0
322.0,8.0,56,2.764156579971313,546.078,448.0
323.0,10.0,60,3.1437413692474365,646.9419999999999,600.0
324.0,13.0,63,2.687328815460205,515.4254999999999,819.0
325.0,11.0,61,3.4114677906036377,600.6555,671.0
326.0,38.0,88,2.8659164905548096,489.7265,3344.0
327.0,15.0,65,3.223301649093628,562.1064999999999,975.0
328.0,16.0,37,0.6398129463195801,173.41,592.0
329.0,20.0,27,1.2829203605651855,261.306,540.0
330.0,7.0,57,3.36002779006958,617.4129999999999,399.0
331.0,11.0,30,1.0733072757720947,278.755,330.0
332.0,11.0,61,3.769709825515747,660.782,671.0
333.0,12.0,62,3.844138145446777,663.812,744.0
334.0,10.0,21,0.5982751846313477,162.1395,210.0
335.0,14.0,64,3.9055774211883545,724.8104999999999,896.0
336.0,11.0,33,1.852200508117676,339.5565,363.0
337.0,9.0,59,3.371960401535034,643.2339999999999,531.0
338.0,7.0,39,2.5954174995422363,551.8935,273.0
339.0,7.0,57,3.956921339035034,691.662,399.0
340.0,9.0,59,3.6436784267425537,682.953,531.0
341.0,8.0,31,1.3288226127624512,252.558,248.0
342.0,8.0,36,1.131812334060669,294.045,288.0
343.0,11.0,32,1.199706792831421,288.4065,352.0
344.0,13.0,63,3.531414270401001,735.44,819.0
345.0,13.0,63,2.016823530197144,444.15,819.0
346.0,6.0,56,3.410924196243286,640.001,336.0
347.0,7.0,57,3.1075973510742188,578.081,399.0
348.0,11.0,54,3.1969661712646484,619.013,594.0
349.0,9.0,59,2.1935694217681885,427.8585000000001,531.0
350.0,12.0,62,3.444223403930664,660.3135000000001,744.0
351.0,7.0,57,3.457003116607666,631.7909999999999,399.0
352.0,7.0,18,0.3541450500488281,100.5845,126.0
353.0,15.0,47,2.4957804679870605,439.91550000000007,705.0
354.0,11.0,32,1.969799518585205,368.91,352.0
355.0,13.0,63,2.803170919418335,529.515,819.0
356.0,11.0,24,0.4434740543365478,96.646,264.0
357.0,11.0,61,3.308299779891968,621.6460000000001,671.0
358.0,9.0,59,3.095832586288452,559.8175,531.0
359.0,8.0,58,3.311250686645508,599.1634999999999,464.0
360.0,9.0,32,0.9282753467559814,179.6485,288.0
361.0,14.0,40,2.303904294967652,475.3505,560.0
362.0,11.0,22,0.8564987182617188,179.089,242.0
363.0,9.0,59,3.428159713745117,650.2895,531.0
364.0,12.0,33,2.105313301086426,414.322,396.0
365.0,13.0,27,0.8876354694366455,189.245,351.0
366.0,11.0,17,0.6893355846405029,165.43599999999998,187.0
367.0,10.0,60,4.091095447540283,810.8679999999999,600.0
368.0,9.0,20,1.137404203414917,284.214,180.0
369.0,8.0,27,1.5193150043487549,349.3635,216.0
370.0,9.0,39,1.1036067008972168,261.7895,351.0
371.0,11.0,61,2.5400545597076416,530.0645,671.0
372.0,8.0,19,1.416175127029419,296.8455,152.0
373.0,12.0,62,3.4080677032470703,636.7735,744.0
374.0,14.0,64,3.6639013290405273,655.3325,896.0
375.0,10.0,60,4.324854135513306,825.4555,600.0
376.0,10.0,60,3.3020801544189453,592.9615,600.0
377.0,11.0,49,2.783256769180298,547.0355,539.0
378.0,5.0,13,0.522031307220459,195.0175,65.0
379.0,8.0,58,3.171136379241944,609.3444999999999,464.0
380.0,18.0,62,3.225205421447754,635.978,1116.0
381.0,14.0,36,0.8863153457641602,138.004,504.0
382.0,8.0,58,3.375877141952514,656.8770000000001,464.0
383.0,12.0,61,4.367842197418213,764.8534999999999,732.0
384.0,11.0,61,3.557847261428833,751.158,671.0
385.0,22.0,72,2.5836923122406006,449.0505,1584.0
386.0,10.0,25,0.5128538608551025,198.807,250.0
387.0,11.0,46,2.450617551803589,435.4565,506.0
388.0,13.0,63,1.745981216430664,379.104,819.0
389.0,10.0,60,1.639142990112305,343.285,600.0
390.0,7.0,57,1.844104290008545,366.2135,399.0
391.0,5.0,55,3.2188761234283447,631.7615,275.0
392.0,16.0,66,3.21471905708313,564.794,1056.0
393.0,9.0,19,0.4673624038696289,95.146,171.0
394.0,10.0,30,2.1983020305633545,410.0375,300.0
395.0,10.0,45,3.055715799331665,592.0425,450.0
396.0,7.0,38,2.55623722076416,512.7735,266.0
397.0,10.0,38,0.9931192398071288,195.517,380.0
398.0,10.0,19,1.6661546230316162,285.16650000000004,190.0
399.0,8.0,11,0.9898650646209716,167.16,88.0
400.0,9.0,19,0.4186301231384277,74.3185,171.0
401.0,12.0,34,1.8232436180114744,354.123,408.0
402.0,6.0,56,2.9724607467651367,522.8305,336.0
